"UserID","MovieID","PredictedScore"
"196","Rating.302",3.70734253082765
"196","Rating.377",3.70734253082765
"196","Rating.51",3.70734253082765
"196","Rating.346",3.70734253082765
"196","Rating.474",3.70734253082765
"196","Rating.265",3.70734253082765
"196","Rating.465",3.70734253082765
"196","Rating.451",3.44488963510342
"196","Rating.86",4.24656393477016
"196","Rating.1014",3.70734253082765
"196","Rating.222",3.70734253082765
"196","Rating.40",3.70734253082765
"196","Rating.29",3.70734253082765
"196","Rating.785",3.70734253082765
"196","Rating.387",3.70734253082765
"196","Rating.274",4.016023117517
"196","Rating.1042",3.70734253082765
"196","Rating.1184",3.70734253082765
"196","Rating.392",3.70734253082765
"196","Rating.486",3.70734253082765
"196","Rating.144",3.70734253082765
"196","Rating.118",3.23655399226638
"196","Rating.1",3.57498377253647
"196","Rating.546",3.23655399226638
"196","Rating.95",3.70734253082765
"196","Rating.768",3.70734253082765
"196","Rating.277",3.70734253082765
"196","Rating.234",3.70734253082765
"196","Rating.246",3.70734253082765
"196","Rating.98",3.70734253082765
"196","Rating.193",3.70734253082765
"196","Rating.88",3.44488963510342
"196","Rating.194",3.84572678493679
"196","Rating.1081",3.70734253082765
"196","Rating.603",4.24656393477016
"196","Rating.796",3.70734253082765
"196","Rating.32",3.70734253082765
"196","Rating.16",3.70734253082765
"196","Rating.304",3.70734253082765
"196","Rating.979",3.70734253082765
"196","Rating.564",3.70734253082765
"196","Rating.327",3.70734253082765
"196","Rating.201",3.70734253082765
"196","Rating.1137",3.70734253082765
"196","Rating.241",3.70734253082765
"196","Rating.4",3.84572678493679
"196","Rating.332",3.70734253082765
"196","Rating.100",3.98198057475072
"196","Rating.432",3.70734253082765
"196","Rating.322",3.04405248527005
"196","Rating.181",3.72939114416261
"196","Rating.196",3.84572678493679
"196","Rating.679",3.70734253082765
"196","Rating.384",3.70734253082765
"196","Rating.143",3.70734253082765
"196","Rating.423",3.70734253082765
"196","Rating.515",4.15209800936814
"196","Rating.20",3.70734253082765
"196","Rating.288",3.70734253082765
"196","Rating.219",3.70734253082765
"196","Rating.526",3.70734253082765
"196","Rating.919",3.70734253082765
"196","Rating.26",3.44488963510342
"196","Rating.232",3.70734253082765
"196","Rating.427",3.70734253082765
"196","Rating.512",3.70734253082765
"196","Rating.15",4.14824771924525
"196","Rating.1049",3.70734253082765
"196","Rating.416",3.70734253082765
"196","Rating.165",3.70734253082765
"196","Rating.690",3.70734253082765
"196","Rating.248",3.70734253082765
"196","Rating.1444",3.70734253082765
"196","Rating.5",3.70734253082765
"196","Rating.229",3.70734253082765
"196","Rating.237",3.57326394670878
"196","Rating.480",3.70734253082765
"196","Rating.54",3.70734253082765
"196","Rating.366",3.70734253082765
"196","Rating.518",3.70734253082765
"196","Rating.403",3.70734253082765
"196","Rating.625",3.70734253082765
"196","Rating.338",3.70734253082765
"196","Rating.1016",3.72939114416261
"196","Rating.154",3.70734253082765
"196","Rating.275",3.84572678493679
"196","Rating.1153",3.70734253082765
"196","Rating.498",3.70734253082765
"196","Rating.209",3.70734253082765
"196","Rating.23",3.70734253082765
"196","Rating.294",3.70734253082765
"196","Rating.208",3.70734253082765
"196","Rating.685",3.72939114416261
"196","Rating.328",3.70734253082765
"196","Rating.496",3.70734253082765
"196","Rating.132",3.70734253082765
"196","Rating.174",3.70734253082765
"196","Rating.96",3.70734253082765
"196","Rating.151",3.70734253082765
"196","Rating.307",3.70734253082765
"196","Rating.648",3.70734253082765
"196","Rating.21",3.70734253082765
"196","Rating.832",3.70734253082765
"196","Rating.514",3.84572678493679
"196","Rating.789",3.70734253082765
"196","Rating.485",3.70734253082765
"196","Rating.317",3.70734253082765
"196","Rating.195",3.70734253082765
"196","Rating.200",3.70734253082765
"196","Rating.385",3.70734253082765
"196","Rating.750",3.70734253082765
"196","Rating.264",3.70734253082765
"196","Rating.245",3.52703625574367
"196","Rating.135",3.70734253082765
"196","Rating.1147",3.70734253082765
"196","Rating.471",3.72939114416261
"196","Rating.658",3.70734253082765
"196","Rating.140",3.70734253082765
"196","Rating.379",3.70734253082765
"196","Rating.815",3.72939114416261
"196","Rating.479",3.70734253082765
"196","Rating.368",3.70734253082765
"196","Rating.1211",3.70734253082765
"196","Rating.1134",3.70734253082765
"196","Rating.836",3.70734253082765
"196","Rating.272",3.70734253082765
"196","Rating.756",3.70734253082765
"196","Rating.787",3.44488963510342
"196","Rating.14",3.70734253082765
"196","Rating.955",3.70734253082765
"196","Rating.419",3.70734253082765
"196","Rating.405",3.86161574589086
"196","Rating.504",3.70734253082765
"196","Rating.466",3.44488963510342
"196","Rating.268",3.70734253082765
"196","Rating.117",3.54908486907862
"196","Rating.273",3.70734253082765
"196","Rating.559",3.70734253082765
"196","Rating.794",3.70734253082765
"196","Rating.323",3.70734253082765
"196","Rating.177",3.70734253082765
"196","Rating.231",3.70734253082765
"196","Rating.2",3.70734253082765
"196","Rating.137",3.70734253082765
"196","Rating.1336",3.70734253082765
"196","Rating.164",3.70734253082765
"196","Rating.281",4.016023117517
"196","Rating.1240",3.70734253082765
"196","Rating.298",3.70734253082765
"196","Rating.443",3.70734253082765
"196","Rating.1035",3.70734253082765
"196","Rating.79",3.84572678493679
"196","Rating.258",4.15209800936814
"196","Rating.455",3.70734253082765
"196","Rating.755",3.70734253082765
"196","Rating.673",3.70734253082765
"196","Rating.172",3.44488963510342
"196","Rating.1217",3.70734253082765
"196","Rating.719",3.70734253082765
"196","Rating.1267",3.70734253082765
"196","Rating.930",3.70734253082765
"196","Rating.216",3.84572678493679
"196","Rating.1079",3.70734253082765
"196","Rating.452",3.70734253082765
"196","Rating.61",3.70734253082765
"196","Rating.48",3.84572678493679
"196","Rating.360",3.70734253082765
"196","Rating.77",3.70734253082765
"196","Rating.476",3.72939114416261
"196","Rating.483",3.70734253082765
"196","Rating.748",3.70734253082765
"196","Rating.220",3.70734253082765
"196","Rating.255",3.72939114416261
"196","Rating.280",3.70734253082765
"196","Rating.408",3.70734253082765
"196","Rating.235",3.44488963510342
"196","Rating.228",3.70734253082765
"196","Rating.1098",3.70734253082765
"196","Rating.347",3.70734253082765
"196","Rating.178",3.70734253082765
"196","Rating.478",3.70734253082765
"196","Rating.688",3.70734253082765
"196","Rating.10",3.70734253082765
"196","Rating.127",4
"196","Rating.106",3.70734253082765
"196","Rating.69",3.70734253082765
"196","Rating.944",3.70734253082765
"196","Rating.790",3.70734253082765
"196","Rating.1091",3.70734253082765
"196","Rating.214",3.70734253082765
